interval,n_wavs,n_segments,n_cetacean_segs,n_uncertain_segs,model_positive,model_sp_any,model_sp_majority,model_pos_argmax,model_pos_vec,model_pos_pr,exp_positive,date,format,hydrophone,n_hydrophone_detections,source_file,exp_annotated,outcome
250928035000,1,47,12,29,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928035501,1,47,20,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928040001,1,47,2,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928040501,1,47,1,18,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928041001,1,47,9,33,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928041501,1,47,12,29,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928042000,1,47,0,3,False,,,True,True,False,False,,,,,,False,TN
250928042501,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928043000,1,47,0,2,False,,,False,True,False,False,,,,,,False,TN
250928043500,1,47,1,17,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928044001,1,47,3,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928044501,1,47,0,26,False,,,True,True,False,False,,,,,,False,TN
250928045001,1,47,1,10,True,Oo,Oo,True,True,True,False,,,,,,False,FP
250928045501,1,47,0,20,False,,,False,True,False,False,,,,,,False,TN
250928050001,1,47,2,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928050500,1,47,11,29,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928051001,1,47,2,29,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928051500,1,47,1,31,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928052000,1,47,3,22,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928052500,1,47,0,12,False,,,False,True,False,False,,,,,,False,TN
250928053001,1,47,0,8,False,,,False,True,False,False,,,,,,False,TN
250928053501,1,47,0,8,False,,,True,True,False,False,,,,,,False,TN
250928054000,1,47,0,7,False,,,True,True,False,False,,,,,,False,TN
250928054501,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928055000,1,47,0,0,False,,,False,False,False,False,,,,,,False,TN
250928055501,1,47,1,8,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928060000,1,47,0,3,False,,,False,True,False,False,,,,,,False,TN
250928060501,1,47,9,33,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928061000,1,47,2,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928061501,1,47,1,10,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928062001,1,47,30,14,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928062500,1,47,1,10,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928063001,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928063500,1,47,0,2,False,,,True,True,False,False,,,,,,False,TN
250928064001,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928064500,1,47,2,4,True,Oo,Oo,True,True,True,False,,,,,,False,FP
250928065001,1,47,1,27,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928065500,1,47,6,22,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928070001,1,47,8,21,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928070501,1,47,1,12,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928071000,1,47,1,14,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928071501,1,47,2,10,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928072000,1,47,0,1,False,,,True,True,False,False,,,,,,False,TN
250928072501,1,47,0,5,False,,,True,True,False,False,,,,,,False,TN
250928073000,1,47,0,4,False,,,False,True,False,False,,,,,,False,TN
250928073501,1,47,0,0,False,,,False,False,False,False,,,,,,False,TN
250928074000,1,47,0,3,False,,,True,True,False,False,,,,,,False,TN
250928074501,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928075000,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928075500,1,47,0,3,False,,,False,True,False,False,,,,,,False,TN
250928080000,1,47,0,6,False,,,True,True,False,False,,,,,,False,TN
250928080501,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928081001,1,47,0,0,False,,,False,False,False,False,,,,,,False,TN
250928081501,1,47,0,3,False,,,True,True,False,False,,,,,,False,TN
250928082000,1,47,0,1,False,,,True,True,False,False,,,,,,False,TN
250928082501,1,47,0,1,False,,,True,True,False,False,,,,,,False,TN
250928083001,1,47,0,0,False,,,False,False,False,False,,,,,,False,TN
250928083500,1,47,0,2,False,,,True,True,False,False,,,,,,False,TN
250928084000,1,47,0,3,False,,,True,True,False,False,,,,,,False,TN
250928084501,1,47,0,5,False,,,True,True,False,False,,,,,,False,TN
250928085001,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928085500,1,47,0,4,False,,,False,True,False,False,,,,,,False,TN
250928090001,1,47,0,1,False,,,True,True,False,False,,,,,,False,TN
250928090500,1,47,0,7,False,,,True,True,False,False,,,,,,False,TN
250928091000,1,47,0,6,False,,,True,True,False,False,,,,,,False,TN
250928091501,1,47,0,2,False,,,True,True,False,False,,,,,,False,TN
250928092001,1,47,0,5,False,,,True,True,False,False,,,,,,False,TN
250928092501,1,47,0,6,False,,,True,True,False,False,,,,,,False,TN
250928093000,1,47,0,17,False,,,True,True,False,False,,,,,,False,TN
250928093501,1,47,0,5,False,,,True,True,False,False,,,,,,False,TN
250928094001,1,47,0,16,False,,,True,True,False,False,,,,,,False,TN
250928094500,1,47,0,21,False,,,True,True,False,False,,,,,,False,TN
250928095001,1,47,0,16,False,,,True,True,False,False,,,,,,False,TN
250928095501,1,47,0,12,False,,,True,True,False,False,,,,,,False,TN
250928100001,1,47,0,20,False,,,True,True,False,False,,,,,,False,TN
250928100500,1,47,0,35,False,,,True,True,False,False,,,,,,False,TN
250928101001,1,47,0,24,False,,,True,True,False,False,,,,,,False,TN
250928101501,1,47,0,18,False,,,True,True,False,False,,,,,,False,TN
250928102000,1,47,0,20,False,,,True,True,False,False,,,,,,False,TN
250928102501,1,47,0,15,False,,,True,True,False,False,,,,,,False,TN
250928103001,1,47,0,9,False,,,True,True,False,False,,,,,,False,TN
250928103500,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928104001,1,47,0,6,False,,,False,True,False,False,,,,,,False,TN
250928104501,1,47,0,2,False,,,False,True,False,False,,,,,,False,TN
250928105000,1,47,0,2,False,,,True,True,False,False,,,,,,False,TN
250928105501,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928110000,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928110500,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928111000,1,47,0,2,False,,,False,True,False,False,,,,,,False,TN
250928111501,1,47,0,6,False,,,True,True,False,False,,,,,,False,TN
250928112001,1,47,0,0,False,,,False,False,False,False,,,,,,False,TN
250928112500,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928113000,1,47,0,2,False,,,False,True,False,False,,,,,,False,TN
250928113501,1,47,0,4,False,,,True,True,False,False,,,,,,False,TN
250928114000,1,47,0,2,False,,,False,True,False,False,,,,,,False,TN
250928114501,1,47,0,7,False,,,True,True,False,False,,,,,,False,TN
250928115000,1,47,0,22,False,,,True,True,False,False,,,,,,False,TN
250928115501,1,47,0,21,False,,,True,True,False,False,,,,,,False,TN
250928120000,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928120500,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928121000,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928121501,1,47,0,8,False,,,True,True,False,False,,,,,,False,TN
250928122001,1,47,0,3,False,,,False,True,False,False,,,,,,False,TN
250928122500,1,47,0,2,False,,,True,True,False,False,,,,,,False,TN
250928123001,1,47,0,3,False,,,False,True,False,False,,,,,,False,TN
250928123501,1,47,0,2,False,,,False,True,False,False,,,,,,False,TN
250928124001,1,47,0,4,False,,,False,True,False,False,,,,,,False,TN
250928124500,1,47,0,10,False,,,True,True,False,False,,,,,,False,TN
250928125000,1,47,2,28,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928125501,1,47,0,6,False,,,True,True,False,False,,,,,,False,TN
250928130000,1,47,1,26,True,Oo,Oo,True,True,True,False,,,,,,False,FP
250928130501,1,47,1,26,True,Tt,Tt,True,True,True,False,,,,,,False,FP
250928131000,1,47,14,27,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928131500,1,47,6,30,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928132001,1,47,0,29,False,,,True,True,False,False,,,,,,False,TN
250928132500,1,47,0,26,False,,,True,True,False,False,,,,,,False,TN
250928133000,1,47,2,36,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928133501,1,47,0,7,False,,,True,True,False,False,,,,,,False,TN
250928134000,1,47,0,39,False,,,True,True,False,False,,,,,,False,TN
250928134501,1,47,2,43,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928135000,1,47,0,9,False,,,True,True,False,False,,,,,,False,TN
250928135500,1,47,0,35,False,,,True,True,False,False,,,,,,False,TN
250928140000,1,47,1,45,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928140501,1,47,0,44,False,,,True,True,False,False,,,,,,False,TN
250928141001,1,47,23,23,True,"Ambig, Oo",Ambig,True,True,True,False,,,,,,False,FP
250928141501,1,47,10,34,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928142000,1,47,3,39,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928142501,1,47,16,28,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928143001,1,47,1,38,True,Tt,Tt,True,True,True,False,,,,,,False,FP
250928143501,1,47,0,31,False,,,True,True,False,False,,,,,,False,TN
250928144000,1,47,11,34,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928144501,1,47,26,21,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928145001,1,47,30,16,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928145501,1,47,36,8,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928150001,1,47,23,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928150500,1,47,18,17,True,Tt,Tt,True,True,True,False,,,,,,False,FP
250928151001,1,47,9,30,True,"Ambig, Tt",Ambig,True,True,True,False,,,,,,False,FP
250928151501,1,47,28,18,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928152000,1,47,33,13,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928152501,1,47,4,40,True,"Dd, Tt",Tt,True,True,True,False,,,,,,False,FP
250928153001,1,47,0,28,False,,,True,True,False,False,,,,,,False,TN
250928153501,1,47,0,19,False,,,True,True,False,False,,,,,,False,TN
250928154000,1,47,0,10,False,,,True,True,False,False,,,,,,False,TN
250928154500,1,47,9,36,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928155001,1,47,21,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928155501,1,47,8,36,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928160000,1,47,14,29,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928160501,1,47,11,36,True,"Ambig, Tt",Ambig,True,True,True,False,,,,,,False,FP
250928161001,1,47,12,35,True,"Ambig, Tt",Ambig,True,True,True,False,,,,,,False,FP
250928161500,1,47,17,28,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928162000,1,47,3,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928162501,1,47,0,42,False,,,True,True,False,False,,,,,,False,TN
250928163001,1,47,0,15,False,,,True,True,False,False,,,,,,False,TN
250928163500,1,47,9,34,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928164001,1,47,6,37,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928164501,1,47,1,39,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928165000,1,47,0,5,False,,,True,True,False,False,,,,,,False,TN
250928165500,1,47,12,32,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928170001,1,47,0,9,False,,,True,True,False,False,,,,,,False,TN
250928170501,1,47,0,0,False,,,False,False,False,False,,,,,,False,TN
250928171000,1,47,0,5,False,,,True,True,False,False,,,,,,False,TN
250928171501,1,47,2,29,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928172001,1,47,29,18,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928172500,1,47,13,26,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928173000,1,47,0,32,False,,,True,True,False,False,,,,,,False,TN
250928173501,1,47,7,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928174001,1,47,0,23,False,,,True,True,False,False,,,,,,False,TN
250928174500,1,47,44,1,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928175001,1,47,45,2,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928175501,1,47,0,10,False,,,True,True,False,False,,,,,,False,TN
250928180000,1,47,18,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928180501,1,47,0,13,False,,,True,True,False,False,,,,,,False,TN
250928181001,1,47,29,17,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928181501,1,47,0,22,False,,,True,True,False,False,,,,,,False,TN
250928182000,1,47,5,32,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928182501,1,47,18,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928183000,1,47,37,10,True,Ambig,Ambig,True,True,True,True,2025-09-28 18:30:00,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250928183500,1,47,3,34,True,"Ambig, Sc",Ambig,True,True,True,False,,,,,,False,FP
250928184001,1,47,0,18,False,,,True,True,False,False,,,,,,False,TN
250928184501,1,47,1,19,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928185000,1,47,21,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928185500,1,47,0,4,False,,,False,True,False,True,2025-09-28 18:55:00,segmented,H1,1.0,Datos_L1.xlsx,True,FN
250928190001,1,47,5,22,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928190501,1,47,0,19,False,,,True,True,False,True,2025-09-28 19:05:01,segmented,H1,1.0,Datos_L1.xlsx,True,FN
250928191000,1,47,47,0,True,Ambig,Ambig,True,True,True,True,2025-09-28 19:10:00,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250928191501,1,47,1,9,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928192001,1,47,8,36,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928192500,1,47,42,4,True,Ambig,Ambig,True,True,True,True,2025-09-28 19:25:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250928193000,1,47,46,1,True,Ambig,Ambig,True,True,True,True,2025-09-28 19:30:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250928193501,1,47,36,10,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928194000,1,47,41,6,True,Ambig,Ambig,True,True,True,True,2025-09-28 19:40:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250928194501,1,47,32,14,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928195001,1,47,26,19,True,Ambig,Ambig,True,True,True,True,2025-09-28 19:50:01,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250928195500,1,47,45,2,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928200000,1,47,36,9,True,Ambig,Ambig,True,True,True,True,2025-09-28 20:00:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250928200500,1,47,44,3,True,Ambig,Ambig,True,True,True,True,2025-09-28 20:05:00,segmented,"H1, H2",2.0,Datos_L1.xlsx,True,TP
250928201001,1,47,32,15,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928201501,1,47,46,1,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928202000,1,47,45,2,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928202501,1,47,36,11,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928203000,1,47,16,23,True,Ambig,Ambig,True,True,True,True,2025-09-28 20:30:00,segmented,"H1, H2",2.0,Datos_L1.xlsx,True,TP
250928203501,1,47,2,13,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928204001,1,47,0,36,False,,,True,True,False,False,,,,,,False,TN
250928204500,1,47,7,39,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928205001,1,47,19,20,True,Ambig,Ambig,True,True,True,True,2025-09-28 20:50:01,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250928205500,1,47,11,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928210001,1,47,16,27,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928210500,1,47,2,20,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928211000,1,47,27,20,True,Ambig,Ambig,True,True,True,True,2025-09-28 21:10:00,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250928211501,1,47,3,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928212000,1,47,22,22,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928212501,1,47,0,21,False,,,True,True,False,False,,,,,,False,TN
250928213000,1,47,0,9,False,,,False,True,False,False,,,,,,False,TN
250928213501,1,47,4,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928214000,1,47,10,20,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928214501,1,47,0,17,False,,,True,True,False,False,,,,,,False,TN
250928215000,1,47,39,8,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928215501,1,47,3,31,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928220001,1,47,2,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928220501,1,47,28,17,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928221001,1,47,26,20,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928221500,1,47,0,0,False,,,False,False,False,False,,,,,,False,TN
250928222001,1,47,6,30,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928222500,1,47,14,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928223001,1,47,22,15,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928223500,1,47,3,13,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928224001,1,47,3,22,True,"Ambig, Gg",Gg,True,True,True,False,,,,,,False,FP
250928224500,1,47,0,2,False,,,False,True,False,False,,,,,,False,TN
250928225001,1,47,0,1,False,,,False,True,False,False,,,,,,False,TN
250928225501,1,47,0,1,False,,,True,True,False,False,,,,,,False,TN
250928230000,1,47,0,22,False,,,True,True,False,False,,,,,,False,TN
250928230501,1,47,0,5,False,,,True,True,False,False,,,,,,False,TN
250928231000,1,47,0,23,False,,,True,True,False,False,,,,,,False,TN
250928231501,1,47,0,5,False,,,True,True,False,False,,,,,,False,TN
250928232000,1,47,26,13,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928232501,1,47,39,7,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928233000,1,47,43,4,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928233501,1,47,14,22,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928234001,1,47,19,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928234500,1,47,9,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928235001,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250928235500,1,47,41,5,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929000001,1,47,44,3,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929000500,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929001000,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929001501,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929002001,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929002500,1,47,40,7,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929003001,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929003500,1,47,7,29,True,"Ambig, Oo",Ambig,True,True,True,False,,,,,,False,FP
250929004001,1,47,11,19,True,"Ambig, Oo",Ambig,True,True,True,False,,,,,,False,FP
250929004500,1,47,3,19,True,"Ambig, Oo",Ambig,True,True,True,False,,,,,,False,FP
250929005001,1,47,5,17,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929005501,1,47,2,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929010000,1,47,0,21,False,,,True,True,False,False,,,,,,False,TN
250929010501,1,47,4,19,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929011000,1,47,9,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929011501,1,47,0,22,False,,,True,True,False,False,,,,,,False,TN
250929012000,1,47,5,14,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929012501,1,47,14,22,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929013000,1,47,26,15,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929013501,1,47,11,33,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929014000,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929014501,1,47,44,3,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929015001,1,47,42,5,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929015501,1,47,0,0,False,,,False,False,False,False,,,,,,False,TN
250929020001,1,47,41,5,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929020500,1,47,39,7,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929021001,1,47,36,11,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929021500,1,47,46,1,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929022001,1,47,39,7,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929022500,1,47,43,4,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929023001,1,47,42,5,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929023500,1,47,40,7,True,Ambig,Ambig,True,True,True,True,2025-09-29 02:35:00,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250929024001,1,47,0,1,False,,,False,True,False,True,2025-09-29 02:40:01,segmented,H1,1.0,Datos_L1.xlsx,True,FN
250929024501,1,47,23,19,True,Ambig,Ambig,True,True,True,True,2025-09-29 02:45:01,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250929025000,1,47,43,1,True,Ambig,Ambig,True,True,True,True,2025-09-29 02:50:00,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250929025501,1,47,44,2,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929030000,1,47,42,4,True,Ambig,Ambig,True,True,True,True,2025-09-29 03:00:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250929030500,1,47,2,20,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929031001,1,47,22,15,True,Ambig,Ambig,True,True,True,True,2025-09-29 03:10:01,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250929031500,1,47,40,7,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929032001,1,47,44,3,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929032500,1,47,45,1,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929033001,1,47,41,6,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929033501,1,47,38,7,True,Ambig,Ambig,True,True,True,True,2025-09-29 03:35:01,segmented,H1,1.0,Datos_L1.xlsx,True,TP
250929034000,1,47,5,21,True,Ambig,Ambig,True,True,True,True,2025-09-29 03:40:00,segmented,"H1, H2",2.0,Datos_L1.xlsx,True,TP
250929034501,1,47,32,15,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929035000,1,47,14,21,True,Ambig,Ambig,True,True,True,True,2025-09-29 03:50:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250929035501,1,47,13,21,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929040000,1,47,36,9,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929040501,1,47,39,8,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929041000,1,47,28,16,True,Ambig,Ambig,True,True,True,True,2025-09-29 04:10:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250929041501,1,47,38,7,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929042000,1,47,25,18,True,Ambig,Ambig,True,True,True,True,2025-09-29 04:20:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250929042500,1,47,25,14,True,Ambig,Ambig,True,True,True,True,2025-09-29 04:25:00,segmented,H2,1.0,Datos_L1.xlsx,True,TP
250929043001,1,47,0,25,False,,,True,True,False,False,,,,,,False,TN
250929043501,1,47,20,24,True,"Ambig, Tt",Ambig,True,True,True,False,,,,,,False,FP
250929044001,1,47,17,28,True,"Ambig, Oo, Tt",Ambig,True,True,True,False,,,,,,False,FP
250929044500,1,47,9,30,True,"Ambig, Tt",Tt,True,True,True,False,,,,,,False,FP
250929045001,1,47,38,3,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929045500,1,47,0,2,False,,,False,True,False,False,,,,,,False,TN
250929050001,1,47,3,26,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929050500,1,47,2,12,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929051001,1,47,34,11,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929051501,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929052001,1,47,23,6,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929052501,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929053000,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929053501,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929054000,1,47,45,2,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929054501,1,47,45,2,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929055000,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929055501,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929060000,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929060501,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929061001,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929061500,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929062001,1,47,35,8,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929062501,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929063001,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929063500,1,47,35,12,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929064001,1,47,26,20,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929064500,1,47,33,14,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929065001,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
250929065501,1,47,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
