n_shots,classifier,trial,accuracy,macro_f1,roc_auc,time_s
16,SVM (RBF),4,0.48674911660777387,0.49351430682233927,0.7518300620420882,0.11233735084533691
16,SVM (RBF),5,0.6837455830388692,0.626572784304069,0.7531459246166112,0.10361671447753906
16,SVM (RBF),6,0.6333922261484098,0.5945794008042041,0.6645990055270616,0.09338092803955078
16,SVM (RBF),7,0.6846289752650176,0.6415781751978641,0.7017848538217429,0.10000967979431152
16,SVM (RBF),8,0.661660777385159,0.6280619630402496,0.8058068787791305,0.09894180297851562
16,SVM (RBF),9,0.6342756183745583,0.6081887149929178,0.7981263926933325,0.09267330169677734
16,Nearest Centroid,0,0.6528268551236749,0.5938667853749803,0.7728501097399691,0.054323673248291016
16,Nearest Centroid,1,0.7111307420494699,0.6542197079486629,0.8164387963474772,0.05599188804626465
16,Nearest Centroid,2,0.6669611307420494,0.6221229479935276,0.7916430527401761,0.06673741340637207
16,Nearest Centroid,3,0.6872791519434629,0.6327350717317074,0.7597858469349913,0.0555112361907959
16,Nearest Centroid,4,0.5035335689045937,0.5045480799930283,0.7659762245408053,0.0552823543548584
16,Nearest Centroid,5,0.6802120141342756,0.6066545185839504,0.7869457467443188,0.051398515701293945
16,Nearest Centroid,6,0.6245583038869258,0.5756653573291943,0.7680974632270632,0.05195021629333496
16,Nearest Centroid,7,0.6819787985865724,0.6236127743225427,0.7949953838978259,0.05621337890625
16,Nearest Centroid,8,0.6554770318021201,0.596554216726949,0.7888648701586283,0.05106973648071289
16,Nearest Centroid,9,0.6846289752650176,0.632075197142836,0.7839378037757884,0.05847048759460449
32,Logistic Regression,0,0.735239852398524,0.7090619987674566,0.8553728431442148,0.0863637924194336
32,Logistic Regression,1,0.6549815498154982,0.6268389016295517,0.8315349971614008,0.09030771255493164
32,Logistic Regression,2,0.6964944649446494,0.6726733466333853,0.8363524162860031,0.0839390754699707
32,Logistic Regression,3,0.6549815498154982,0.6387431150567361,0.8255713864035372,0.08145999908447266
32,Logistic Regression,4,0.7177121771217713,0.6900321021086341,0.838361871526591,0.08455801010131836
32,Logistic Regression,5,0.7029520295202952,0.6790758790835251,0.8386119716440685,0.0834510326385498
32,Logistic Regression,6,0.6466789667896679,0.6281457135193264,0.8143299535330782,0.0778193473815918
32,Logistic Regression,7,0.6845018450184502,0.6601512688260189,0.8390819465082225,0.07861638069152832
32,Logistic Regression,8,0.7121771217712177,0.6787470202431387,0.8210477970447791,0.07234835624694824
32,Logistic Regression,9,0.6669741697416974,0.6513134655956101,0.8241357142832867,0.08216595649719238
32,Decision Tree,0,0.5285977859778598,0.5040231862358122,0.667807559669682,0.09899258613586426
32,Decision Tree,1,0.5378228782287823,0.5045083190235274,0.6652765360176758,0.102874755859375
32,Decision Tree,2,0.6559040590405905,0.6196660204635686,0.7146360101535654,0.09903907775878906
32,Decision Tree,3,0.5064575645756457,0.4903324045726005,0.6229411278332293,0.10719585418701172
32,Decision Tree,4,0.5599630996309963,0.5446590223784594,0.6763428420123885,0.09865856170654297
32,Decision Tree,5,0.5673431734317343,0.5510250879489421,0.6643755721706449,0.10172581672668457
32,Decision Tree,6,0.540590405904059,0.5247613673835027,0.647164004589274,0.1130220890045166
32,Decision Tree,7,0.6319188191881919,0.6039237376226345,0.702385245915231,0.10556602478027344
32,Decision Tree,8,0.5728782287822878,0.5352157283334672,0.6601697928872283,0.0881493091583252
32,Decision Tree,9,0.49723247232472323,0.4979524302404983,0.6439268924009407,0.09847593307495117
32,Random Forest,0,0.7555350553505535,0.7095558624804044,0.8342648738254339,1.1723010540008545
32,Random Forest,1,0.7195571955719557,0.6883199104556845,0.8390105448503984,1.1229896545410156
